,feature_type,count,mean,std,variance,min,25%,median,75%,max,iqr,skewness
agg_feat_47,Aggregated,203769.0,1.4227727884730257e-09,1.000002384185791,1.0000049,-0.9752365350723267,-0.9752365350723267,0.13506636,1.3407326936721802,1.3407326936721802,2.315969228744507,0.31022
agg_feat_48,Aggregated,203769.0,-4.792497954042574e-09,1.000002384185791,1.0000049,-0.17906998097896576,-0.16874155402183533,-0.15245673,-0.11604592949151993,51.46305465698242,0.0526956245303154,16.31428
agg_feat_49,Aggregated,203769.0,1.3179369595661683e-08,1.000002384185791,1.0000049,-0.46136295795440674,-0.4453573226928711,-0.40021247,-0.07549901306629181,15.544276237487793,0.3698583096265793,4.6703467
agg_feat_50,Aggregated,203769.0,-7.188746931063861e-09,1.000002384185791,1.0000049,-0.42467182874679565,-0.42075759172439575,-0.38916185,-0.10303124040365219,18.519058227539062,0.31772635132074356,5.1637735
agg_feat_51,Aggregated,203769.0,8.985933774852128e-09,1.000002384185791,1.0000049,-0.44623667001724243,-0.42402711510658264,-0.37133035,-0.0752052515745163,30.624778747558594,0.34882186353206635,5.9698834
agg_feat_52,Aggregated,203769.0,2.448666869270255e-08,1.000002384185791,1.0000049,-1.0159633159637451,-1.0159633159637451,0.1430014,1.3019661903381348,1.3019661903381348,2.31792950630188,0.24188165
agg_feat_53,Aggregated,203769.0,-1.759745238416599e-08,1.000002384185791,1.0000049,-1.0162304639816284,-1.0162304639816284,0.14252521,1.3012808561325073,1.3012808561325073,2.3175113201141357,0.24072999
agg_feat_54,Aggregated,203769.0,-9.584995908085148e-09,1.000002384185791,1.0000049,-1.5119096040725708,-0.9689028859138489,0.11711064,0.6601173877716064,2.8321444988250732,1.6290202736854553,0.3604343
agg_feat_55,Aggregated,203769.0,6.110434469519532e-08,1.000002384185791,1.0000049,-2.4665615558624268,-0.3757145404815674,0.1469972,0.6697089672088623,1.7151323556900024,1.0454235076904297,-0.76958644
agg_feat_56,Aggregated,203769.0,-7.48827755359116e-09,1.0000025033950806,1.000005,-1.0598684549331665,-1.0598684549331665,-0.45332953,0.7597482204437256,3.185903549194336,1.819616675376892,0.6403613
agg_feat_57,Aggregated,203769.0,-2.1566240349102372e-08,1.000002384185791,1.0000049,-2.286109447479248,-0.7683292627334595,0.14233884,0.7494509220123291,2.570787191390991,1.5177801847457886,-0.25722715
agg_feat_58,Aggregated,203769.0,1.0184058041318167e-08,1.0000025033950806,1.000005,-1.1169182062149048,-1.1169182062149048,0.18559736,0.47592049837112427,1.4881129264831543,1.592838704586029,0.25137284
agg_feat_59,Aggregated,203769.0,-1.1082651241167696e-08,1.000002384185791,1.0000049,-1.1169484853744507,-1.1169484853744507,0.18549201,0.474608451128006,1.4879324436187744,1.5915569365024567,0.25113383
agg_feat_60,Aggregated,203769.0,5.990622220508612e-09,1.000002384185791,1.0000049,-0.24048560857772827,-0.21681435406208038,-0.21681435,-0.1931431144475937,15.784951210021973,0.023671239614486694,8.5196
agg_feat_61,Aggregated,203769.0,1.497655555127153e-09,1.000002384185791,1.0000049,-0.6240454316139221,-0.5994929075241089,-0.47673026,0.03273487836122513,7.9632039070129395,0.632227785885334,2.1168528
agg_feat_62,Aggregated,203769.0,5.990622442553217e-10,1.000002384185791,1.0000049,-0.5770993828773499,-0.5696264505386353,-0.47995105,0.15524952113628387,7.862952709197998,0.7248759716749191,2.4546952
agg_feat_63,Aggregated,203769.0,-2.995311110254306e-09,1.000002384185791,1.0000049,-0.6262286305427551,-0.5946914553642273,-0.45592785,0.12120262533426285,7.914041042327881,0.7158940806984901,2.6166933
agg_feat_64,Aggregated,203769.0,4.418084120771937e-09,1.000002384185791,1.0000049,-0.9790737628936768,-0.9790737628936768,0.24112828,1.3055942058563232,1.4613302946090698,2.28466796875,0.382362
agg_feat_65,Aggregated,203769.0,-4.792497954042574e-09,1.000002384185791,1.0000049,-0.9785560369491577,-0.9785560369491577,0.24140644,1.3987644910812378,1.4613689184188843,2.3773205280303955,0.38331494
agg_feat_66,Aggregated,203769.0,-2.8455455769460514e-09,1.000002384185791,1.0000049,-0.21605686843395233,-0.09888873994350433,0.0182794,0.01827939972281456,117.06924438476562,0.1171681396663189,97.1709
agg_feat_67,Aggregated,203769.0,5.990622442553217e-10,1.000002384185791,1.0000049,-0.12593907117843628,-0.08749015629291534,-0.08749016,-0.08749015629291534,251.84902954101562,0.0,109.982216
agg_feat_68,Aggregated,203769.0,9.584995908085148e-09,1.000002384185791,1.0000049,-0.13115529716014862,-0.13115529716014862,-0.1311553,-0.08467423170804977,238.7834930419922,0.046481065452098846,103.8955
agg_feat_69,Aggregated,203769.0,5.990622220508612e-09,1.000002384185791,1.0000049,-0.2698175311088562,-0.14059707522392273,-0.09752359,-0.09752359241247177,105.7340316772461,0.04307348281145096,53.914
agg_feat_70,Aggregated,203769.0,-2.6658270257939876e-08,1.000002384185791,1.0000049,-1.7609264850616455,-0.12061340361833572,-0.1206134,0.15200667083263397,1.5196995735168457,0.2726200744509697,-0.052699804
agg_feat_71,Aggregated,203769.0,-2.6957800436377966e-09,1.000002384185791,1.0000049,-1.7609844207763672,-0.11979246139526367,-0.11979246,0.11997105181217194,1.5213994979858398,0.2397635132074356,-0.04996913
